trace,l1p,l2p,repl,inc,metric,value
mix1,no,kpcp,ship,EXC,ipc,.89746371537901479938
mix1,no,kpcp,drrip,NON,ipc,.92380971266803258874
mix1,no,kpcp,drrip,EXC,ipc,.89188957983300460497
mix1,no,kpcp,kpcr,NON,ipc,.92301451750052533431
mix1,no,kpcp,kpcr,EXC,ipc,.89691064226498732978
mix1,next_line,no,lru,NON,ipc,.76386627884944811784
mix1,next_line,no,lru,EXC,ipc,.74630181952659048943
mix1,next_line,no,eaf,NON,ipc,.77732639328818274179
mix1,next_line,no,eaf,EXC,ipc,.74947359834878418213
mix1,next_line,no,ship,NON,ipc,.78693630689313551414
mix1,next_line,no,ship,EXC,ipc,.76259043095820163406
mix1,next_line,no,drrip,NON,ipc,.76968974391060447446
mix1,next_line,no,drrip,EXC,ipc,.74321195724841392807
mix1,next_line,no,kpcr,NON,ipc,.77428119850630461578
mix1,next_line,no,kpcr,EXC,ipc,.75503621062146589771
mix1,next_line,ip_stride,lru,NON,ipc,.78648973374012805695
mix1,next_line,ip_stride,lru,EXC,ipc,.75594802603356299115
mix1,next_line,ip_stride,eaf,NON,ipc,.79629061044380988997
mix1,next_line,ip_stride,eaf,EXC,ipc,.79192265798372759396
mix1,next_line,ip_stride,ship,NON,ipc,.80443666297102963864
mix1,next_line,ip_stride,ship,EXC,ipc,.79252587086975017983
mix1,next_line,ip_stride,drrip,NON,ipc,.79126456806239876453
mix1,next_line,ip_stride,drrip,EXC,ipc,.77596000919350564222
mix1,next_line,ip_stride,kpcr,NON,ipc,.79585536921612912908
mix1,next_line,ip_stride,kpcr,EXC,ipc,.78920733715173088947
mix1,next_line,next_line,lru,NON,ipc,.76667643544100734442
mix1,next_line,next_line,lru,EXC,ipc,.75174118331106891392
mix1,next_line,next_line,eaf,NON,ipc,.78110115784414677076
mix1,next_line,next_line,eaf,EXC,ipc,.75901763144393322128
mix1,next_line,next_line,ship,NON,ipc,.79276326845477481150
mix1,next_line,next_line,ship,EXC,ipc,.76800732134732605587
mix1,next_line,next_line,drrip,NON,ipc,.77424609048291855613
mix1,next_line,next_line,drrip,EXC,ipc,.74702234054476116120
mix1,next_line,next_line,kpcr,NON,ipc,.77993641399175230235
mix1,next_line,next_line,kpcr,EXC,ipc,.76214031857143328911
mix1,next_line,daampm,lru,NON,ipc,.79683306347940814358
mix1,next_line,daampm,lru,EXC,ipc,.77509860977637187079
mix1,next_line,daampm,eaf,NON,ipc,.80047598743210668941
mix1,next_line,daampm,eaf,EXC,ipc,.80126019948602121100
mix1,next_line,daampm,ship,NON,ipc,.82326570188386265569
mix1,next_line,daampm,ship,EXC,ipc,.80526291794088838092
mix1,next_line,daampm,drrip,NON,ipc,.80224804658435277244
mix1,next_line,daampm,drrip,EXC,ipc,.78829009339272315571
mix1,next_line,daampm,kpcr,NON,ipc,.80535625998958786300
mix1,next_line,daampm,kpcr,EXC,ipc,.80254706065435605349
mix1,next_line,bop,lru,NON,ipc,.79905088188688938661
mix1,next_line,bop,lru,EXC,ipc,.76729555510317895256
mix1,next_line,bop,eaf,NON,ipc,.81154355530777698471
mix1,next_line,bop,eaf,EXC,ipc,.80415930336966168086
mix1,next_line,bop,ship,NON,ipc,.82045800930785960989
mix1,next_line,bop,ship,EXC,ipc,.80576818135524474153
mix1,next_line,bop,drrip,NON,ipc,.80777428472542611884
mix1,next_line,bop,drrip,EXC,ipc,.78947300058779851953
mix1,next_line,bop,kpcr,NON,ipc,.81253474225552743531
mix1,next_line,bop,kpcr,EXC,ipc,.80184776375112098638
mix1,next_line,kpcp,lru,NON,ipc,.81700581612395064301
mix1,next_line,kpcp,lru,EXC,ipc,.75017111778450472714
mix1,next_line,kpcp,eaf,NON,ipc,.81539507388810701480
mix1,next_line,kpcp,eaf,EXC,ipc,.79666229157822519713
mix1,next_line,kpcp,ship,NON,ipc,.81952055127507958608
mix1,next_line,kpcp,ship,EXC,ipc,.79236789824303341969
mix1,next_line,kpcp,drrip,NON,ipc,.81526879314676551222
mix1,next_line,kpcp,drrip,EXC,ipc,.78113293430237450509
mix1,next_line,kpcp,kpcr,NON,ipc,.81713648438597601183
mix1,next_line,kpcp,kpcr,EXC,ipc,.79192629329251250356
mix2,no,no,lru,NON,ipc,.56117317434501359702
mix2,no,no,lru,EXC,ipc,.57106996007118637893
mix2,no,no,eaf,NON,ipc,.56527164109794453303
mix2,no,no,eaf,EXC,ipc,.57098647873802832418
mix2,no,no,ship,NON,ipc,.56808986156024711651
mix2,no,no,ship,EXC,ipc,.57085682072041168595
mix2,no,no,drrip,NON,ipc,.56423598073961422794
mix2,no,no,drrip,EXC,ipc,.57096715469135295910
mix2,no,no,kpcr,NON,ipc,.56646865891954801542
mix2,no,no,kpcr,EXC,ipc,.57078085737927358663
mix2,no,ip_stride,lru,NON,ipc,.68314070726154657109
mix2,no,ip_stride,lru,EXC,ipc,.69060256720117195857
mix2,no,ip_stride,eaf,NON,ipc,.68388042436422437273
mix2,no,ip_stride,eaf,EXC,ipc,.69038662922888438368
mix2,no,ip_stride,ship,NON,ipc,.68752957823138704631
mix2,no,ip_stride,ship,EXC,ipc,.69010026378371419609
mix2,no,ip_stride,drrip,NON,ipc,.68350346197734174040
mix2,no,ip_stride,drrip,EXC,ipc,.69047573036630653630
mix2,no,ip_stride,kpcr,NON,ipc,.68988887691507922710
mix2,no,ip_stride,kpcr,EXC,ipc,.69011592076289641918
mix2,no,next_line,lru,NON,ipc,.68506338556806294642
mix2,no,next_line,lru,EXC,ipc,.69603842372434072100
mix2,no,next_line,eaf,NON,ipc,.68826353479993893081
mix2,no,next_line,eaf,EXC,ipc,.69601085901107303695
mix2,no,next_line,ship,NON,ipc,.69066974121578482332
mix2,no,next_line,ship,EXC,ipc,.69610769572905212448
mix2,no,next_line,drrip,NON,ipc,.68906570240635897688
mix2,no,next_line,drrip,EXC,ipc,.69608087433624500908
mix2,no,next_line,kpcr,NON,ipc,.69181475716610147734
mix2,no,next_line,kpcr,EXC,ipc,.69590188460069674300
mix2,no,daampm,lru,NON,ipc,.71228896982501140138
mix2,no,daampm,lru,EXC,ipc,.72113205151473835466
mix2,no,daampm,eaf,NON,ipc,.71781963965380706297
mix2,no,daampm,eaf,EXC,ipc,.72087600753659985897
mix2,no,daampm,ship,NON,ipc,.71917973352259894630
mix2,no,daampm,ship,EXC,ipc,.72106265168278741462
mix2,no,daampm,drrip,NON,ipc,.71339049040856176773
mix2,no,daampm,drrip,EXC,ipc,.72092791281315776880
mix2,no,daampm,kpcr,NON,ipc,.71834570065105119901
mix2,no,daampm,kpcr,EXC,ipc,.72078488187556467073
mix2,no,bop,lru,NON,ipc,.72270698178634785795
mix2,no,bop,lru,EXC,ipc,.73084306014570514629
mix2,no,bop,eaf,NON,ipc,.72776034896422369695
mix2,no,bop,eaf,EXC,ipc,.73073517494081375904
mix2,no,bop,ship,NON,ipc,.72972334104719777262
mix2,no,bop,ship,EXC,ipc,.73118110841491947150
mix2,no,bop,drrip,NON,ipc,.72658718826741348349
mix2,no,bop,drrip,EXC,ipc,.73084287029208008388
mix2,no,bop,kpcr,NON,ipc,.72865756616930913519
mix2,no,bop,kpcr,EXC,ipc,.73096558089529602381
mix2,no,kpcp,lru,NON,ipc,.72452639772806689815
mix2,no,kpcp,lru,EXC,ipc,.72797193242727873659
mix2,no,kpcp,eaf,NON,ipc,.72664267191531220536
mix2,no,kpcp,eaf,EXC,ipc,.72792916923582548918
mix2,no,kpcp,ship,NON,ipc,.72821676101061369784
mix2,no,kpcp,ship,EXC,ipc,.72794059820980909788
mix2,no,kpcp,drrip,NON,ipc,.72747603726626647375
mix2,no,kpcp,drrip,EXC,ipc,.72806219929591384306
mix2,no,kpcp,kpcr,NON,ipc,.72982479533623497146
mix2,no,kpcp,kpcr,EXC,ipc,.72784408889435660589
mix2,next_line,no,lru,NON,ipc,.68802137360130078943
mix2,next_line,no,lru,EXC,ipc,.69792465446728487671
mix2,next_line,no,eaf,NON,ipc,.69112415150830571097
mix2,next_line,no,eaf,EXC,ipc,.69804826257008648760
mix2,next_line,no,ship,NON,ipc,.69337992200436755233
mix2,next_line,no,ship,EXC,ipc,.69818371075379936810
mix2,next_line,no,drrip,NON,ipc,.68911632979797049438
mix2,next_line,no,drrip,EXC,ipc,.69806386940166987880
mix2,next_line,no,kpcr,NON,ipc,.69429608254136181743
mix2,next_line,no,kpcr,EXC,ipc,.69804699006186383768
mix2,next_line,ip_stride,lru,NON,ipc,.69114004628890224105
mix2,next_line,ip_stride,lru,EXC,ipc,.70102261189734928570
mix2,next_line,ip_stride,eaf,NON,ipc,.69201333978263374440
mix2,next_line,ip_stride,eaf,EXC,ipc,.70077704344300400927
mix2,next_line,ip_stride,ship,NON,ipc,.69613383382900851121
mix2,next_line,ip_stride,ship,EXC,ipc,.70084300580894018592
mix2,next_line,ip_stride,drrip,NON,ipc,.69360082806107761920
mix2,next_line,ip_stride,drrip,EXC,ipc,.70079032740254763548
mix2,next_line,ip_stride,kpcr,NON,ipc,.69801321445047984030
mix2,next_line,ip_stride,kpcr,EXC,ipc,.70073589985948807377
mix2,next_line,next_line,lru,NON,ipc,.68914841358442268138
mix2,next_line,next_line,lru,EXC,ipc,.69988411663985583103
mix2,next_line,next_line,eaf,NON,ipc,.69189666560952401193
mix2,next_line,next_line,eaf,EXC,ipc,.69965314602226624554
mix2,next_line,next_line,ship,NON,ipc,.69448468399418118771
mix2,next_line,next_line,ship,EXC,ipc,.69992498487426137416
mix2,next_line,next_line,drrip,NON,ipc,.69039641400479604954
mix2,next_line,next_line,drrip,EXC,ipc,.69983763180182018333
mix2,next_line,next_line,kpcr,NON,ipc,.69555110319910346015
mix2,next_line,next_line,kpcr,EXC,ipc,.69984256723894400698
mix2,next_line,daampm,lru,NON,ipc,.72449890838833157945
mix2,next_line,daampm,lru,EXC,ipc,.73264532541188459632
mix2,next_line,daampm,eaf,NON,ipc,.72576484229949907197
mix2,next_line,daampm,eaf,EXC,ipc,.73262876381797060107
mix2,next_line,daampm,ship,NON,ipc,.73118262812587937193
mix2,next_line,daampm,ship,EXC,ipc,.73316706015479087319
mix2,next_line,daampm,drrip,NON,ipc,.72911095690511580237
mix2,next_line,daampm,drrip,EXC,ipc,.73254362488995464009
mix2,next_line,daampm,kpcr,NON,ipc,.73023803288888883644
mix2,next_line,daampm,kpcr,EXC,ipc,.73291822993255767805
mix2,next_line,bop,lru,NON,ipc,.72144298499473595375
mix2,next_line,bop,lru,EXC,ipc,.72717693563678621520
mix2,next_line,bop,eaf,NON,ipc,.72673003372990432907
mix2,next_line,bop,eaf,EXC,ipc,.72775149683678415293
mix2,next_line,bop,ship,NON,ipc,.72812877394745712881
mix2,next_line,bop,ship,EXC,ipc,.72921137304025999987
mix2,next_line,bop,drrip,NON,ipc,.72351564328630658363
mix2,next_line,bop,drrip,EXC,ipc,.72846977343951806571
mix2,next_line,bop,kpcr,NON,ipc,.72746381818667454682
mix2,next_line,bop,kpcr,EXC,ipc,.72793262509425122272
mix2,next_line,kpcp,lru,NON,ipc,.72847155058120289024
mix2,next_line,kpcp,lru,EXC,ipc,.72582500478627255052
mix2,next_line,kpcp,eaf,NON,ipc,.72897798372009069006
mix2,next_line,kpcp,eaf,EXC,ipc,.72641660118506545532
mix2,next_line,kpcp,ship,NON,ipc,.73140926010916317916
mix2,next_line,kpcp,ship,EXC,ipc,.72592226852517390513
mix2,next_line,kpcp,drrip,NON,ipc,.72953686616391789804
mix2,next_line,kpcp,drrip,EXC,ipc,.72603233975583539155
mix2,next_line,kpcp,kpcr,NON,ipc,.73259457070142792855
mix2,next_line,kpcp,kpcr,EXC,ipc,.72580554638875978292
mix3,no,no,lru,NON,ipc,.58303541234326610586
mix3,no,no,lru,EXC,ipc,.59190083126126814376
mix3,no,no,eaf,NON,ipc,.58745732229527597767
mix3,no,no,eaf,EXC,ipc,.59169053198112913460
mix3,no,no,ship,NON,ipc,.58815144010501903009
mix3,no,no,ship,EXC,ipc,.59161858973577159209
mix3,no,no,drrip,NON,ipc,.58351385809480802233
mix3,no,no,drrip,EXC,ipc,.59166696939201730493
mix3,no,no,kpcr,NON,ipc,.58873435632138980457
mix3,no,no,kpcr,EXC,ipc,.59158889074595337379
mix3,no,ip_stride,lru,NON,ipc,.59369965850149357992
mix3,no,ip_stride,lru,EXC,ipc,.60039716009475842758
mix3,no,ip_stride,eaf,NON,ipc,.59751811610543157543
mix3,no,ip_stride,eaf,EXC,ipc,.60018520512678027595
mix3,no,ip_stride,ship,NON,ipc,.59769595564483169443
mix3,no,ip_stride,ship,EXC,ipc,.60000844935987736480
mix3,no,ip_stride,drrip,NON,ipc,.59601256386097625823
mix3,no,ip_stride,drrip,EXC,ipc,.60015630895943513352
mix3,no,ip_stride,kpcr,NON,ipc,.59869976943704081280
mix3,no,ip_stride,kpcr,EXC,ipc,.60007664950820685911
mix3,no,next_line,lru,NON,ipc,.59667221170481950591
mix3,no,next_line,lru,EXC,ipc,.60517760395776127801
mix3,no,next_line,eaf,NON,ipc,.60112059397281660243
mix3,no,next_line,eaf,EXC,ipc,.60513305270457117468
mix3,no,next_line,ship,NON,ipc,.60188322978475356850
mix3,no,next_line,ship,EXC,ipc,.60526937113791918833
mix3,no,next_line,drrip,NON,ipc,.59806406720391052368
mix3,no,next_line,drrip,EXC,ipc,.60504930532813048040
mix3,no,next_line,kpcr,NON,ipc,.60217040503033273852
mix3,no,next_line,kpcr,EXC,ipc,.60514018499894411713
mix3,no,daampm,lru,NON,ipc,.61948199593724212930
mix3,no,daampm,lru,EXC,ipc,.62904601566099199179
mix3,no,daampm,eaf,NON,ipc,.62525598634542210658
mix3,no,daampm,eaf,EXC,ipc,.62871781397466881435
mix3,no,daampm,ship,NON,ipc,.62584502212657318389
mix3,no,daampm,ship,EXC,ipc,.62866323770035662016
mix3,no,daampm,drrip,NON,ipc,.62337193962673429822
mix3,no,daampm,drrip,EXC,ipc,.62872469541282915516
mix3,no,daampm,kpcr,NON,ipc,.62625996994770366640
mix3,no,daampm,kpcr,EXC,ipc,.62854365257436105184
mix3,no,bop,lru,NON,ipc,.62167238849015604932
mix3,no,bop,lru,EXC,ipc,.63027008142271080290
mix3,no,bop,eaf,NON,ipc,.62675467049793091901
mix3,no,bop,eaf,EXC,ipc,.63010905214403343146
mix3,no,bop,ship,NON,ipc,.62803861068525158596
mix3,no,bop,ship,EXC,ipc,.63016197597527009012
mix3,no,bop,drrip,NON,ipc,.62369741670275944293
mix3,no,bop,drrip,EXC,ipc,.63009555758692381597
mix3,no,bop,kpcr,NON,ipc,.62841214833284201045
mix3,no,bop,kpcr,EXC,ipc,.63007501275216011422
mix3,no,kpcp,lru,NON,ipc,.62517258834944176375
mix3,no,kpcp,lru,EXC,ipc,.63304421228224609450
mix3,no,kpcp,eaf,NON,ipc,.62958670748694127837
mix3,no,kpcp,eaf,EXC,ipc,.63269926984568011953
mix3,no,kpcp,ship,NON,ipc,.62932939830741201662
mix3,no,kpcp,ship,EXC,ipc,.63245007982485673039
mix3,no,kpcp,drrip,NON,ipc,.62621631101177029162
mix3,no,kpcp,drrip,EXC,ipc,.63261242223409732695
mix3,no,kpcp,kpcr,NON,ipc,.63172406452327172386
mix3,no,kpcp,kpcr,EXC,ipc,.63249694197175105270
mix3,next_line,no,lru,NON,ipc,.59486968813470016641
mix3,next_line,no,lru,EXC,ipc,.60318335925965260786
mix3,next_line,no,eaf,NON,ipc,.59947220909647822406
mix3,next_line,no,eaf,EXC,ipc,.60317879121229638796
mix3,next_line,no,ship,NON,ipc,.59995329609205187334
mix3,next_line,no,ship,EXC,ipc,.60322886214992702892
mix3,next_line,no,drrip,NON,ipc,.59867893973648885919
mix3,next_line,no,drrip,EXC,ipc,.60298161897843839355
mix3,next_line,no,kpcr,NON,ipc,.60046892525096614882
mix3,next_line,no,kpcr,EXC,ipc,.60310539459890947354
mix3,next_line,ip_stride,lru,NON,ipc,.59711032245660556765
mix3,next_line,ip_stride,lru,EXC,ipc,.60469324001226633906
mix3,next_line,ip_stride,eaf,NON,ipc,.60140794379921398131
mix3,next_line,ip_stride,eaf,EXC,ipc,.60474209744722507070
mix3,next_line,ip_stride,ship,NON,ipc,.60186800844916428147
mix3,next_line,ip_stride,ship,EXC,ipc,.60476318958879754843
mix3,next_line,ip_stride,drrip,NON,ipc,.60048277421641450969
mix3,next_line,ip_stride,drrip,EXC,ipc,.60470036451921035078
mix3,next_line,ip_stride,kpcr,NON,ipc,.60248892590801765688
mix3,next_line,ip_stride,kpcr,EXC,ipc,.60465750389790647637
mix3,next_line,next_line,lru,NON,ipc,.59584622044309182573
mix3,next_line,next_line,lru,EXC,ipc,.60430142681681368901
mix3,next_line,next_line,eaf,NON,ipc,.60016390206025702407
mix3,next_line,next_line,eaf,EXC,ipc,.60427975868426554312
mix3,next_line,next_line,ship,NON,ipc,.60105469259392868932
mix3,next_line,next_line,ship,EXC,ipc,.60441856155597443283
mix3,next_line,next_line,drrip,NON,ipc,.59783080283863744457
mix3,next_line,next_line,drrip,EXC,ipc,.60427952005870034498
mix3,next_line,next_line,kpcr,NON,ipc,.60141367318135994994
mix3,next_line,next_line,kpcr,EXC,ipc,.60428220281104135335
mix3,next_line,daampm,lru,NON,ipc,.61933811151837423305
mix3,next_line,daampm,lru,EXC,ipc,.62785628146569891816
mix3,next_line,daampm,eaf,NON,ipc,.62440193642494412259
mix3,next_line,daampm,eaf,EXC,ipc,.62768031187077501922
mix3,next_line,daampm,ship,NON,ipc,.62526904938164012795
mix3,next_line,daampm,ship,EXC,ipc,.62780012862562862330
mix3,next_line,daampm,drrip,NON,ipc,.62255593054733434626
mix3,next_line,daampm,drrip,EXC,ipc,.62771795154250728506
mix3,next_line,daampm,kpcr,NON,ipc,.62564886021311492395
mix3,next_line,daampm,kpcr,EXC,ipc,.62769731625967318973
mix3,next_line,bop,lru,NON,ipc,.61491383421495161026
mix3,next_line,bop,lru,EXC,ipc,.62178640632060110173
mix3,next_line,bop,eaf,NON,ipc,.61941018720378952220
mix3,next_line,bop,eaf,EXC,ipc,.62140432807073790648
mix3,next_line,bop,ship,NON,ipc,.61960390766605476778
mix3,next_line,bop,ship,EXC,ipc,.62177173634966743368
mix3,next_line,bop,drrip,NON,ipc,.61748341055573921124
mix3,next_line,bop,drrip,EXC,ipc,.62113642270427777920
mix3,next_line,bop,kpcr,NON,ipc,.62057608450550783682
mix3,next_line,bop,kpcr,EXC,ipc,.62126111396704175224
mix3,next_line,kpcp,lru,NON,ipc,.62176807019273931119
mix3,next_line,kpcp,lru,EXC,ipc,.61843872260784943906
mix3,next_line,kpcp,eaf,NON,ipc,.62320253841795708427
mix3,next_line,kpcp,eaf,EXC,ipc,.61871658226488900745
mix3,next_line,kpcp,ship,NON,ipc,.62453917786865893764
mix3,next_line,kpcp,ship,EXC,ipc,.61840185638393041307
mix3,next_line,kpcp,drrip,NON,ipc,.62159040755316378577
mix3,next_line,kpcp,drrip,EXC,ipc,.61854877456631094555
mix3,next_line,kpcp,kpcr,NON,ipc,.62699842468676618463
mix3,next_line,kpcp,kpcr,EXC,ipc,.61837871376519945911
mix4,no,no,lru,NON,ipc,.72254621538905401556
mix4,no,no,lru,EXC,ipc,.72579452297435580855
mix4,no,no,eaf,NON,ipc,.72733235427249364691
mix4,no,no,eaf,EXC,ipc,.72263094843423858626
mix4,no,no,ship,NON,ipc,.73401345234589700903
mix4,no,no,ship,EXC,ipc,.72288518428871279574
mix4,no,no,drrip,NON,ipc,.72505600681865372938
mix4,no,no,drrip,EXC,ipc,.72277757511806778429
mix4,no,no,kpcr,NON,ipc,.72772138545887134500
mix4,no,no,kpcr,EXC,ipc,.72268195269370853774
mix4,no,ip_stride,lru,NON,ipc,.75977578765936901075
mix4,no,ip_stride,lru,EXC,ipc,.76308532319817907101
mix4,no,ip_stride,eaf,NON,ipc,.76383166130853071059
mix4,no,ip_stride,eaf,EXC,ipc,.76095375267437408390
mix4,no,ip_stride,ship,NON,ipc,.76813256110454045668
mix4,no,ip_stride,ship,EXC,ipc,.76106883980423371581
mix4,no,ip_stride,drrip,NON,ipc,.76245487685889372609
mix4,no,ip_stride,drrip,EXC,ipc,.76123892394269904106
mix4,no,ip_stride,kpcr,NON,ipc,.76267220612346059920
mix4,no,ip_stride,kpcr,EXC,ipc,.76053497928240313748
mix4,no,next_line,lru,NON,ipc,.79923840231714742402
mix4,no,next_line,lru,EXC,ipc,.79808772605401161717
mix4,no,next_line,eaf,NON,ipc,.80286076669287031303
mix4,no,next_line,eaf,EXC,ipc,.79811604753125536760
mix4,no,next_line,ship,NON,ipc,.81023139574471133305
mix4,no,next_line,ship,EXC,ipc,.79808944043266652171
mix4,no,next_line,drrip,NON,ipc,.80118395959283250010
mix4,no,next_line,drrip,EXC,ipc,.79761780323338935993
mix4,no,next_line,kpcr,NON,ipc,.80308350583581861874
mix4,no,next_line,kpcr,EXC,ipc,.79748724651166614309
mix4,no,daampm,lru,NON,ipc,.76381844593392678760
mix4,no,daampm,lru,EXC,ipc,.76689549775685976135
mix4,no,daampm,eaf,NON,ipc,.76708495599848574012
mix4,no,daampm,eaf,EXC,ipc,.76445811049006875548
mix4,no,daampm,ship,NON,ipc,.77278811519965314454
mix4,no,daampm,ship,EXC,ipc,.76493849095851525236
mix4,no,daampm,drrip,NON,ipc,.76532696894706670671
mix4,no,daampm,drrip,EXC,ipc,.76480579490332114868
mix4,no,daampm,kpcr,NON,ipc,.76684624777494630591
mix4,no,daampm,kpcr,EXC,ipc,.76445326679261835725
mix4,no,bop,lru,NON,ipc,.79145004670386045576
mix4,no,bop,lru,EXC,ipc,.79086101287630357989
mix4,no,bop,eaf,NON,ipc,.79526030497377567001
mix4,no,bop,eaf,EXC,ipc,.79033705221999551974
mix4,no,bop,ship,NON,ipc,.80222395226718012397
mix4,no,bop,ship,EXC,ipc,.79013939061149639264
mix4,no,bop,drrip,NON,ipc,.79357348251504035298
mix4,no,bop,drrip,EXC,ipc,.79022958611715784293
mix4,no,bop,kpcr,NON,ipc,.79561575142490995661
mix4,no,bop,kpcr,EXC,ipc,.78974719193648796951
mix4,no,kpcp,lru,NON,ipc,.77462452618942022515
mix4,no,kpcp,lru,EXC,ipc,.75306221592857893013
mix4,no,kpcp,eaf,NON,ipc,.77222279272101353113
mix4,no,kpcp,eaf,EXC,ipc,.75198982195694659520
mix4,no,kpcp,ship,NON,ipc,.77282098766558150150
mix4,no,kpcp,ship,EXC,ipc,.75125058746762626929
mix4,no,kpcp,drrip,NON,ipc,.77355446900014802562
mix4,no,kpcp,drrip,EXC,ipc,.75211140002398118664
mix4,no,kpcp,kpcr,NON,ipc,.77250684511692199911
mix4,no,kpcp,kpcr,EXC,ipc,.75124526902586012569
mix4,next_line,no,lru,NON,ipc,.80025912662889956868
mix4,next_line,no,lru,EXC,ipc,.79942105356377133526
mix4,next_line,no,eaf,NON,ipc,.80388109894537743415
mix4,next_line,no,eaf,EXC,ipc,.79917796429411015158
mix4,next_line,no,ship,NON,ipc,.81043050303630936476
mix4,next_line,no,ship,EXC,ipc,.79941853749227852791
mix4,next_line,no,drrip,NON,ipc,.80221382346389908785
mix4,next_line,no,drrip,EXC,ipc,.79886162730380095132
mix4,next_line,no,kpcr,NON,ipc,.80411835150252229375
mix4,next_line,no,kpcr,EXC,ipc,.79877201727204373505
mix4,next_line,ip_stride,lru,NON,ipc,.80037486829250784760
mix4,next_line,ip_stride,lru,EXC,ipc,.79948432780807175022
mix4,next_line,ip_stride,eaf,NON,ipc,.80406072055642622871
mix4,next_line,ip_stride,eaf,EXC,ipc,.79934002776848244837
mix4,next_line,ip_stride,ship,NON,ipc,.81044401683304423105
mix4,next_line,ip_stride,ship,EXC,ipc,.79958387684243204372
mix4,next_line,ip_stride,drrip,NON,ipc,.80231580449475188141
mix4,next_line,ip_stride,drrip,EXC,ipc,.79889662857506839281
mix4,next_line,ip_stride,kpcr,NON,ipc,.80426716243996166594
mix4,next_line,ip_stride,kpcr,EXC,ipc,.79886037624030656910
mix4,next_line,next_line,lru,NON,ipc,.80120768504954972125
mix4,next_line,next_line,lru,EXC,ipc,.80005678586466001288
mix4,next_line,next_line,eaf,NON,ipc,.80472501138763720699
mix4,next_line,next_line,eaf,EXC,ipc,.79966740350609756861
mix4,next_line,next_line,ship,NON,ipc,.81024912337291693951
mix4,next_line,next_line,ship,EXC,ipc,.80004527873201287841
mix4,next_line,next_line,drrip,NON,ipc,.80306359704955023706
