trace,l1p,l2p,repl,inc,metric,value
graphAnalytics,no,kpcp,drrip,NON,cycles,4223473863
graphAnalytics,no,kpcp,drrip,NON,l1_evict,11731391
graphAnalytics,no,kpcp,drrip,NON,l2_evict,10742454
graphAnalytics,no,kpcp,drrip,NON,l3_evict,12970041
graphAnalytics,no,kpcp,drrip,NON,llc_mpki,10.5774
graphAnalytics,no,kpcp,drrip,NON,l1_evict_inc,0
graphAnalytics,no,kpcp,drrip,NON,l2_evict_inc,0
graphAnalytics,no,kpcp,drrip,EXC,ipc,0.235904
graphAnalytics,no,kpcp,drrip,EXC,cycles,4239020301
graphAnalytics,no,kpcp,drrip,EXC,l1_evict,11731387
graphAnalytics,no,kpcp,drrip,EXC,l2_evict,10756641
graphAnalytics,no,kpcp,drrip,EXC,l3_evict,19559570
graphAnalytics,no,kpcp,drrip,EXC,llc_mpki,18.7549
graphAnalytics,no,kpcp,drrip,EXC,l1_evict_inc,0
graphAnalytics,no,kpcp,drrip,EXC,l2_evict_inc,0
graphAnalytics,no,kpcp,kpcr,NON,ipc,0.236712
graphAnalytics,no,kpcp,kpcr,NON,cycles,4224545953
graphAnalytics,no,kpcp,kpcr,NON,l1_evict,11731387
graphAnalytics,no,kpcp,kpcr,NON,l2_evict,10742355
graphAnalytics,no,kpcp,kpcr,NON,l3_evict,10238322
graphAnalytics,no,kpcp,kpcr,NON,llc_mpki,7.86879
graphAnalytics,no,kpcp,kpcr,NON,l1_evict_inc,0
graphAnalytics,no,kpcp,kpcr,NON,l2_evict_inc,0
graphAnalytics,no,kpcp,kpcr,EXC,ipc,0.235819
graphAnalytics,no,kpcp,kpcr,EXC,cycles,4240532036
graphAnalytics,no,kpcp,kpcr,EXC,l1_evict,11731391
graphAnalytics,no,kpcp,kpcr,EXC,l2_evict,10756588
graphAnalytics,no,kpcp,kpcr,EXC,l3_evict,19595096
graphAnalytics,no,kpcp,kpcr,EXC,llc_mpki,18.7724
graphAnalytics,no,kpcp,kpcr,EXC,l1_evict_inc,0
graphAnalytics,no,kpcp,kpcr,EXC,l2_evict_inc,0
graphAnalytics,next_line,no,lru,NON,ipc,0.238652
graphAnalytics,next_line,no,lru,NON,cycles,4190207422
graphAnalytics,next_line,no,lru,NON,l1_evict,21577560
graphAnalytics,next_line,no,lru,NON,l2_evict,18636304
graphAnalytics,next_line,no,lru,NON,l3_evict,16891512
graphAnalytics,next_line,no,lru,NON,llc_mpki,8.85712
graphAnalytics,next_line,no,lru,NON,l1_evict_inc,0
graphAnalytics,next_line,no,lru,NON,l2_evict_inc,0
graphAnalytics,next_line,no,lru,EXC,ipc,0.238634
graphAnalytics,next_line,no,lru,EXC,cycles,4190513496
graphAnalytics,next_line,no,lru,EXC,l1_evict,21577602
graphAnalytics,next_line,no,lru,EXC,l2_evict,18659262
graphAnalytics,next_line,no,lru,EXC,l3_evict,33475816
graphAnalytics,next_line,no,lru,EXC,llc_mpki,26.4811
graphAnalytics,next_line,no,lru,EXC,l1_evict_inc,0
graphAnalytics,next_line,no,lru,EXC,l2_evict_inc,0
graphAnalytics,next_line,no,eaf,NON,ipc,0.242557
graphAnalytics,next_line,no,eaf,NON,cycles,4122748570
graphAnalytics,next_line,no,eaf,NON,l1_evict,21667990
graphAnalytics,next_line,no,eaf,NON,l2_evict,18630133
graphAnalytics,next_line,no,eaf,NON,l3_evict,17828717
graphAnalytics,next_line,no,eaf,NON,llc_mpki,10.4276
graphAnalytics,next_line,no,eaf,NON,l1_evict_inc,0
graphAnalytics,next_line,no,eaf,NON,l2_evict_inc,0
graphAnalytics,next_line,no,eaf,EXC,ipc,0.238626
graphAnalytics,next_line,no,eaf,EXC,cycles,4190659260
graphAnalytics,next_line,no,eaf,EXC,l1_evict,21667921
graphAnalytics,next_line,no,eaf,EXC,l2_evict,18652500
graphAnalytics,next_line,no,eaf,EXC,l3_evict,33054038
graphAnalytics,next_line,no,eaf,EXC,llc_mpki,26.2614
graphAnalytics,next_line,no,eaf,EXC,l1_evict_inc,0
graphAnalytics,next_line,no,eaf,EXC,l2_evict_inc,0
graphAnalytics,next_line,no,ship,NON,ipc,0.242245
graphAnalytics,next_line,no,ship,NON,cycles,4128047090
graphAnalytics,next_line,no,ship,NON,l1_evict,21594596
graphAnalytics,next_line,no,ship,NON,l2_evict,18632157
graphAnalytics,next_line,no,ship,NON,l3_evict,17712812
graphAnalytics,next_line,no,ship,NON,llc_mpki,10.2875
graphAnalytics,next_line,no,ship,NON,l1_evict_inc,0
graphAnalytics,next_line,no,ship,NON,l2_evict_inc,0
graphAnalytics,next_line,no,ship,EXC,ipc,0.23859
graphAnalytics,next_line,no,ship,EXC,cycles,4191293724
graphAnalytics,next_line,no,ship,EXC,l1_evict,21594494
graphAnalytics,next_line,no,ship,EXC,l2_evict,18653959
graphAnalytics,next_line,no,ship,EXC,l3_evict,33068424
graphAnalytics,next_line,no,ship,EXC,llc_mpki,26.271
graphAnalytics,next_line,no,ship,EXC,l1_evict_inc,0
graphAnalytics,next_line,no,ship,EXC,l2_evict_inc,0
graphAnalytics,next_line,no,drrip,NON,ipc,0.241792
graphAnalytics,next_line,no,drrip,NON,cycles,4135791930
graphAnalytics,next_line,no,drrip,NON,l1_evict,21594605
graphAnalytics,next_line,no,drrip,NON,l2_evict,18632148
graphAnalytics,next_line,no,drrip,NON,l3_evict,18252421
graphAnalytics,next_line,no,drrip,NON,llc_mpki,10.7365
graphAnalytics,next_line,no,drrip,NON,l1_evict_inc,0
graphAnalytics,next_line,no,drrip,NON,l2_evict_inc,0
graphAnalytics,next_line,no,drrip,EXC,ipc,0.238568
graphAnalytics,next_line,no,drrip,EXC,cycles,4191673008
graphAnalytics,next_line,no,drrip,EXC,l1_evict,21594506
graphAnalytics,next_line,no,drrip,EXC,l2_evict,18653943
graphAnalytics,next_line,no,drrip,EXC,l3_evict,33378968
graphAnalytics,next_line,no,drrip,EXC,llc_mpki,26.4291
graphAnalytics,next_line,no,drrip,EXC,l1_evict_inc,0
graphAnalytics,next_line,no,drrip,EXC,l2_evict_inc,0
graphAnalytics,next_line,no,kpcr,NON,ipc,0.239927
graphAnalytics,next_line,no,kpcr,NON,cycles,4167935038
graphAnalytics,next_line,no,kpcr,NON,l1_evict,21594508
graphAnalytics,next_line,no,kpcr,NON,l2_evict,18632124
graphAnalytics,next_line,no,kpcr,NON,l3_evict,16337305
graphAnalytics,next_line,no,kpcr,NON,llc_mpki,8.59224
graphAnalytics,next_line,no,kpcr,NON,l1_evict_inc,0
graphAnalytics,next_line,no,kpcr,NON,l2_evict_inc,0
graphAnalytics,next_line,no,kpcr,EXC,ipc,0.238443
graphAnalytics,next_line,no,kpcr,EXC,cycles,4193880739
graphAnalytics,next_line,no,kpcr,EXC,l1_evict,21594474
graphAnalytics,next_line,no,kpcr,EXC,l2_evict,18653926
graphAnalytics,next_line,no,kpcr,EXC,l3_evict,33284448
graphAnalytics,next_line,no,kpcr,EXC,llc_mpki,26.3806
graphAnalytics,next_line,no,kpcr,EXC,l1_evict_inc,0
graphAnalytics,next_line,no,kpcr,EXC,l2_evict_inc,0
graphAnalytics,next_line,ip_stride,lru,NON,ipc,0.238101
graphAnalytics,next_line,ip_stride,lru,NON,cycles,4199900379
graphAnalytics,next_line,ip_stride,lru,NON,l1_evict,21577584
graphAnalytics,next_line,ip_stride,lru,NON,l2_evict,18759279
graphAnalytics,next_line,ip_stride,lru,NON,l3_evict,17007705
graphAnalytics,next_line,ip_stride,lru,NON,llc_mpki,7.8723
graphAnalytics,next_line,ip_stride,lru,NON,l1_evict_inc,0
graphAnalytics,next_line,ip_stride,lru,NON,l2_evict_inc,0
graphAnalytics,next_line,ip_stride,lru,EXC,ipc,0.238088
graphAnalytics,next_line,ip_stride,lru,EXC,cycles,4200135458
graphAnalytics,next_line,ip_stride,lru,EXC,l1_evict,21577600
graphAnalytics,next_line,ip_stride,lru,EXC,l2_evict,18782397
graphAnalytics,next_line,ip_stride,lru,EXC,l3_evict,33707434
graphAnalytics,next_line,ip_stride,lru,EXC,llc_mpki,25.5945
graphAnalytics,next_line,ip_stride,lru,EXC,l1_evict_inc,0
graphAnalytics,next_line,ip_stride,lru,EXC,l2_evict_inc,0
graphAnalytics,next_line,ip_stride,eaf,NON,ipc,0.241999
graphAnalytics,next_line,ip_stride,eaf,NON,cycles,4132240751
graphAnalytics,next_line,ip_stride,eaf,NON,l1_evict,21668032
graphAnalytics,next_line,ip_stride,eaf,NON,l2_evict,18753045
graphAnalytics,next_line,ip_stride,eaf,NON,l3_evict,17929897
graphAnalytics,next_line,ip_stride,eaf,NON,llc_mpki,9.50359
graphAnalytics,next_line,ip_stride,eaf,NON,l1_evict_inc,0
graphAnalytics,next_line,ip_stride,eaf,NON,l2_evict_inc,0
graphAnalytics,next_line,ip_stride,eaf,EXC,ipc,0.238085
graphAnalytics,next_line,ip_stride,eaf,EXC,cycles,4200174718
graphAnalytics,next_line,ip_stride,eaf,EXC,l1_evict,21667954
graphAnalytics,next_line,ip_stride,eaf,EXC,l2_evict,18775564
graphAnalytics,next_line,ip_stride,eaf,EXC,l3_evict,33269352
graphAnalytics,next_line,ip_stride,eaf,EXC,llc_mpki,25.3666
graphAnalytics,next_line,ip_stride,eaf,EXC,l1_evict_inc,0
graphAnalytics,next_line,ip_stride,eaf,EXC,l2_evict_inc,0
graphAnalytics,next_line,ip_stride,ship,NON,ipc,0.241692
graphAnalytics,next_line,ip_stride,ship,NON,cycles,4137497560
graphAnalytics,next_line,ip_stride,ship,NON,l1_evict,21594620
graphAnalytics,next_line,ip_stride,ship,NON,l2_evict,18755280
graphAnalytics,next_line,ip_stride,ship,NON,l3_evict,17811645
graphAnalytics,next_line,ip_stride,ship,NON,llc_mpki,9.35646
graphAnalytics,next_line,ip_stride,ship,NON,l1_evict_inc,0
graphAnalytics,next_line,ip_stride,ship,NON,l2_evict_inc,0
graphAnalytics,next_line,ip_stride,ship,EXC,ipc,0.238051
graphAnalytics,next_line,ip_stride,ship,EXC,cycles,4200775656
graphAnalytics,next_line,ip_stride,ship,EXC,l1_evict,21594513
graphAnalytics,next_line,ip_stride,ship,EXC,l2_evict,18777259
graphAnalytics,next_line,ip_stride,ship,EXC,l3_evict,33284124
graphAnalytics,next_line,ip_stride,ship,EXC,llc_mpki,25.3765
graphAnalytics,next_line,ip_stride,ship,EXC,l1_evict_inc,0
graphAnalytics,next_line,ip_stride,ship,EXC,l2_evict_inc,0
graphAnalytics,next_line,ip_stride,drrip,NON,ipc,0.241244
graphAnalytics,next_line,ip_stride,drrip,NON,cycles,4145186771
graphAnalytics,next_line,ip_stride,drrip,NON,l1_evict,21594586
graphAnalytics,next_line,ip_stride,drrip,NON,l2_evict,18755261
graphAnalytics,next_line,ip_stride,drrip,NON,l3_evict,18352821
graphAnalytics,next_line,ip_stride,drrip,NON,llc_mpki,9.79767
graphAnalytics,next_line,ip_stride,drrip,NON,l1_evict_inc,0
graphAnalytics,next_line,ip_stride,drrip,NON,l2_evict_inc,0
graphAnalytics,next_line,ip_stride,drrip,EXC,ipc,0.238026
graphAnalytics,next_line,ip_stride,drrip,EXC,cycles,4201219391
graphAnalytics,next_line,ip_stride,drrip,EXC,l1_evict,21594491
graphAnalytics,next_line,ip_stride,drrip,EXC,l2_evict,18777264
graphAnalytics,next_line,ip_stride,drrip,EXC,l3_evict,33601378
graphAnalytics,next_line,ip_stride,drrip,EXC,llc_mpki,25.538
graphAnalytics,next_line,ip_stride,drrip,EXC,l1_evict_inc,0
graphAnalytics,next_line,ip_stride,drrip,EXC,l2_evict_inc,0
graphAnalytics,next_line,ip_stride,kpcr,NON,ipc,0.239358
graphAnalytics,next_line,ip_stride,kpcr,NON,cycles,4177848836
graphAnalytics,next_line,ip_stride,kpcr,NON,l1_evict,21594523
graphAnalytics,next_line,ip_stride,kpcr,NON,l2_evict,18755247
graphAnalytics,next_line,ip_stride,kpcr,NON,l3_evict,16449900
graphAnalytics,next_line,ip_stride,kpcr,NON,llc_mpki,7.61059
graphAnalytics,next_line,ip_stride,kpcr,NON,l1_evict_inc,0
graphAnalytics,next_line,ip_stride,kpcr,NON,l2_evict_inc,0
graphAnalytics,next_line,ip_stride,kpcr,EXC,ipc,0.237897
graphAnalytics,next_line,ip_stride,kpcr,EXC,cycles,4203504792
graphAnalytics,next_line,ip_stride,kpcr,EXC,l1_evict,21594481
graphAnalytics,next_line,ip_stride,kpcr,EXC,l2_evict,18777261
graphAnalytics,next_line,ip_stride,kpcr,EXC,l3_evict,33502682
graphAnalytics,next_line,ip_stride,kpcr,EXC,llc_mpki,25.4874
graphAnalytics,next_line,ip_stride,kpcr,EXC,l1_evict_inc,0
graphAnalytics,next_line,ip_stride,kpcr,EXC,l2_evict_inc,0
graphAnalytics,next_line,next_line,lru,NON,ipc,0.238655
graphAnalytics,next_line,next_line,lru,NON,cycles,4190142586
graphAnalytics,next_line,next_line,lru,NON,l1_evict,21577557
graphAnalytics,next_line,next_line,lru,NON,l2_evict,18644727
graphAnalytics,next_line,next_line,lru,NON,l3_evict,16895197
graphAnalytics,next_line,next_line,lru,NON,llc_mpki,8.85473
graphAnalytics,next_line,next_line,lru,NON,l1_evict_inc,0
graphAnalytics,next_line,next_line,lru,NON,l2_evict_inc,0
graphAnalytics,next_line,next_line,lru,EXC,ipc,0.238642
graphAnalytics,next_line,next_line,lru,EXC,cycles,4190374750
graphAnalytics,next_line,next_line,lru,EXC,l1_evict,21577592
graphAnalytics,next_line,next_line,lru,EXC,l2_evict,18664908
graphAnalytics,next_line,next_line,lru,EXC,l3_evict,33484870
graphAnalytics,next_line,next_line,lru,EXC,llc_mpki,26.4842
graphAnalytics,next_line,next_line,lru,EXC,l1_evict_inc,0
graphAnalytics,next_line,next_line,lru,EXC,l2_evict_inc,0
graphAnalytics,next_line,next_line,eaf,NON,ipc,0.242561
graphAnalytics,next_line,next_line,eaf,NON,cycles,4122680049
graphAnalytics,next_line,next_line,eaf,NON,l1_evict,21667994
graphAnalytics,next_line,next_line,eaf,NON,l2_evict,18636795
graphAnalytics,next_line,next_line,eaf,NON,l3_evict,17828445
graphAnalytics,next_line,next_line,eaf,NON,llc_mpki,10.4263
graphAnalytics,next_line,next_line,eaf,NON,l1_evict_inc,0
graphAnalytics,next_line,next_line,eaf,NON,l2_evict_inc,0
graphAnalytics,next_line,next_line,eaf,EXC,ipc,0.238639
graphAnalytics,next_line,next_line,eaf,EXC,cycles,4190431484
graphAnalytics,next_line,next_line,eaf,EXC,l1_evict,21667921
graphAnalytics,next_line,next_line,eaf,EXC,l2_evict,18656246
graphAnalytics,next_line,next_line,eaf,EXC,l3_evict,33055100
graphAnalytics,next_line,next_line,eaf,EXC,llc_mpki,26.2611
graphAnalytics,next_line,next_line,eaf,EXC,l1_evict_inc,0
graphAnalytics,next_line,next_line,eaf,EXC,l2_evict_inc,0
graphAnalytics,next_line,next_line,ship,NON,ipc,0.24224
graphAnalytics,next_line,next_line,ship,NON,cycles,4128143823
graphAnalytics,next_line,next_line,ship,NON,l1_evict,21594602
graphAnalytics,next_line,next_line,ship,NON,l2_evict,18639894
graphAnalytics,next_line,next_line,ship,NON,l3_evict,17713814
graphAnalytics,next_line,next_line,ship,NON,llc_mpki,10.2868
graphAnalytics,next_line,next_line,ship,NON,l1_evict_inc,0
graphAnalytics,next_line,next_line,ship,NON,l2_evict_inc,0
graphAnalytics,next_line,next_line,ship,EXC,ipc,0.23859
graphAnalytics,next_line,next_line,ship,EXC,cycles,4191292435
graphAnalytics,next_line,next_line,ship,EXC,l1_evict,21594521
graphAnalytics,next_line,next_line,ship,EXC,l2_evict,18657399
graphAnalytics,next_line,next_line,ship,EXC,l3_evict,33069776
graphAnalytics,next_line,next_line,ship,EXC,llc_mpki,26.2718
graphAnalytics,next_line,next_line,ship,EXC,l1_evict_inc,0
graphAnalytics,next_line,next_line,ship,EXC,l2_evict_inc,0
graphAnalytics,next_line,next_line,drrip,NON,ipc,0.241797
graphAnalytics,next_line,next_line,drrip,NON,cycles,4135694646
graphAnalytics,next_line,next_line,drrip,NON,l1_evict,21594603
graphAnalytics,next_line,next_line,drrip,NON,l2_evict,18639882
graphAnalytics,next_line,next_line,drrip,NON,l3_evict,18254831
graphAnalytics,next_line,next_line,drrip,NON,llc_mpki,10.7337
graphAnalytics,next_line,next_line,drrip,NON,l1_evict_inc,0
graphAnalytics,next_line,next_line,drrip,NON,l2_evict_inc,0
graphAnalytics,next_line,next_line,drrip,EXC,ipc,0.238557
graphAnalytics,next_line,next_line,drrip,EXC,cycles,4191868952
graphAnalytics,next_line,next_line,drrip,EXC,l1_evict,21594496
graphAnalytics,next_line,next_line,drrip,EXC,l2_evict,18657389
graphAnalytics,next_line,next_line,drrip,EXC,l3_evict,33385558
graphAnalytics,next_line,next_line,drrip,EXC,llc_mpki,26.4323
graphAnalytics,next_line,next_line,drrip,EXC,l1_evict_inc,0
graphAnalytics,next_line,next_line,drrip,EXC,l2_evict_inc,0
graphAnalytics,next_line,next_line,kpcr,NON,ipc,0.239928
graphAnalytics,next_line,next_line,kpcr,NON,cycles,4167911077
graphAnalytics,next_line,next_line,kpcr,NON,l1_evict,21594521
graphAnalytics,next_line,next_line,kpcr,NON,l2_evict,18639888
graphAnalytics,next_line,next_line,kpcr,NON,l3_evict,16337029
graphAnalytics,next_line,next_line,kpcr,NON,llc_mpki,8.58914
graphAnalytics,next_line,next_line,kpcr,NON,l1_evict_inc,0
graphAnalytics,next_line,next_line,kpcr,NON,l2_evict_inc,0
graphAnalytics,next_line,next_line,kpcr,EXC,ipc,0.238443
graphAnalytics,next_line,next_line,kpcr,EXC,cycles,4193873193
graphAnalytics,next_line,next_line,kpcr,EXC,l1_evict,21594474
graphAnalytics,next_line,next_line,kpcr,EXC,l2_evict,18657387
graphAnalytics,next_line,next_line,kpcr,EXC,l3_evict,33288794
graphAnalytics,next_line,next_line,kpcr,EXC,llc_mpki,26.3827
graphAnalytics,next_line,next_line,kpcr,EXC,l1_evict_inc,0
graphAnalytics,next_line,next_line,kpcr,EXC,l2_evict_inc,0
graphAnalytics,next_line,daampm,lru,NON,ipc,0.238262
graphAnalytics,next_line,daampm,lru,NON,cycles,4197053848
graphAnalytics,next_line,daampm,lru,NON,l1_evict,21577597
graphAnalytics,next_line,daampm,lru,NON,l2_evict,18795620
graphAnalytics,next_line,daampm,lru,NON,l3_evict,17035853
graphAnalytics,next_line,daampm,lru,NON,llc_mpki,7.73619
graphAnalytics,next_line,daampm,lru,NON,l1_evict_inc,0
graphAnalytics,next_line,daampm,lru,NON,l2_evict_inc,0
graphAnalytics,next_line,daampm,lru,EXC,ipc,0.238259
graphAnalytics,next_line,daampm,lru,EXC,cycles,4197109243
graphAnalytics,next_line,daampm,lru,EXC,l1_evict,21577619
graphAnalytics,next_line,daampm,lru,EXC,l2_evict,18818786
graphAnalytics,next_line,daampm,lru,EXC,l3_evict,33768988
graphAnalytics,next_line,daampm,lru,EXC,llc_mpki,25.4721
graphAnalytics,next_line,daampm,lru,EXC,l1_evict_inc,0
graphAnalytics,next_line,daampm,lru,EXC,l2_evict_inc,0
graphAnalytics,next_line,daampm,eaf,NON,ipc,0.242182
graphAnalytics,next_line,daampm,eaf,NON,cycles,4129129895
graphAnalytics,next_line,daampm,eaf,NON,l1_evict,21668044
graphAnalytics,next_line,daampm,eaf,NON,l2_evict,18789242
graphAnalytics,next_line,daampm,eaf,NON,l3_evict,17949153
graphAnalytics,next_line,daampm,eaf,NON,llc_mpki,9.40858
graphAnalytics,next_line,daampm,eaf,NON,l1_evict_inc,0
graphAnalytics,next_line,daampm,eaf,NON,l2_evict_inc,0
graphAnalytics,next_line,daampm,eaf,EXC,ipc,0.238257
graphAnalytics,next_line,daampm,eaf,EXC,cycles,4197148922
graphAnalytics,next_line,daampm,eaf,EXC,l1_evict,21667964
graphAnalytics,next_line,daampm,eaf,EXC,l2_evict,18811777
graphAnalytics,next_line,daampm,eaf,EXC,l3_evict,33310294
graphAnalytics,next_line,daampm,eaf,EXC,llc_mpki,25.2341
graphAnalytics,next_line,daampm,eaf,EXC,l1_evict_inc,0
graphAnalytics,next_line,daampm,eaf,EXC,l2_evict_inc,0
graphAnalytics,next_line,daampm,ship,NON,ipc,0.241863
graphAnalytics,next_line,daampm,ship,NON,cycles,4134566642
graphAnalytics,next_line,daampm,ship,NON,l1_evict,21594607
graphAnalytics,next_line,daampm,ship,NON,l2_evict,18791790
graphAnalytics,next_line,daampm,ship,NON,l3_evict,17857182
graphAnalytics,next_line,daampm,ship,NON,llc_mpki,9.27551
graphAnalytics,next_line,daampm,ship,NON,l1_evict_inc,0
graphAnalytics,next_line,daampm,ship,NON,l2_evict_inc,0
graphAnalytics,next_line,daampm,ship,EXC,ipc,0.238225
graphAnalytics,next_line,daampm,ship,EXC,cycles,4197719913
graphAnalytics,next_line,daampm,ship,EXC,l1_evict,21594523
graphAnalytics,next_line,daampm,ship,EXC,l2_evict,18813832
graphAnalytics,next_line,daampm,ship,EXC,l3_evict,33326178
graphAnalytics,next_line,daampm,ship,EXC,llc_mpki,25.2448
graphAnalytics,next_line,daampm,ship,EXC,l1_evict_inc,0
graphAnalytics,next_line,daampm,ship,EXC,l2_evict_inc,0
graphAnalytics,next_line,daampm,drrip,NON,ipc,0.241433
graphAnalytics,next_line,daampm,drrip,NON,cycles,4141931016
graphAnalytics,next_line,daampm,drrip,NON,l1_evict,21594612
graphAnalytics,next_line,daampm,drrip,NON,l2_evict,18791765
graphAnalytics,next_line,daampm,drrip,NON,l3_evict,18373184
graphAnalytics,next_line,daampm,drrip,NON,llc_mpki,9.695
graphAnalytics,next_line,daampm,drrip,NON,l1_evict_inc,0
graphAnalytics,next_line,daampm,drrip,NON,l2_evict_inc,0
graphAnalytics,next_line,daampm,drrip,EXC,ipc,0.238227
graphAnalytics,next_line,daampm,drrip,EXC,cycles,4197673409
graphAnalytics,next_line,daampm,drrip,EXC,l1_evict,21594510
graphAnalytics,next_line,daampm,drrip,EXC,l2_evict,18813829
graphAnalytics,next_line,daampm,drrip,EXC,l3_evict,33649790
graphAnalytics,next_line,daampm,drrip,EXC,llc_mpki,25.4094
graphAnalytics,next_line,daampm,drrip,EXC,l1_evict_inc,0
graphAnalytics,next_line,daampm,drrip,EXC,l2_evict_inc,0
graphAnalytics,next_line,daampm,kpcr,NON,ipc,0.239528
graphAnalytics,next_line,daampm,kpcr,NON,cycles,4174869571
graphAnalytics,next_line,daampm,kpcr,NON,l1_evict,21594528
graphAnalytics,next_line,daampm,kpcr,NON,l2_evict,18791752
graphAnalytics,next_line,daampm,kpcr,NON,l3_evict,16478358
graphAnalytics,next_line,daampm,kpcr,NON,llc_mpki,7.48197
graphAnalytics,next_line,daampm,kpcr,NON,l1_evict_inc,0
graphAnalytics,next_line,daampm,kpcr,NON,l2_evict_inc,0
graphAnalytics,next_line,daampm,kpcr,EXC,ipc,0.238081
graphAnalytics,next_line,daampm,kpcr,EXC,cycles,4200242363
graphAnalytics,next_line,daampm,kpcr,EXC,l1_evict,21594481
graphAnalytics,next_line,daampm,kpcr,EXC,l2_evict,18813822
graphAnalytics,next_line,daampm,kpcr,EXC,l3_evict,33550446
graphAnalytics,next_line,daampm,kpcr,EXC,llc_mpki,25.3584
graphAnalytics,next_line,daampm,kpcr,EXC,l1_evict_inc,0
graphAnalytics,next_line,daampm,kpcr,EXC,l2_evict_inc,0
graphAnalytics,next_line,bop,lru,NON,ipc,0.237979
graphAnalytics,next_line,bop,lru,NON,cycles,4202050801
graphAnalytics,next_line,bop,lru,NON,l1_evict,21577542
graphAnalytics,next_line,bop,lru,NON,l2_evict,24712232
graphAnalytics,next_line,bop,lru,NON,l3_evict,22658515
graphAnalytics,next_line,bop,lru,NON,llc_mpki,8.93633
graphAnalytics,next_line,bop,lru,NON,l1_evict_inc,0
graphAnalytics,next_line,bop,lru,NON,l2_evict_inc,0
graphAnalytics,next_line,bop,lru,EXC,ipc,0.237877
graphAnalytics,next_line,bop,lru,EXC,cycles,4203852581
graphAnalytics,next_line,bop,lru,EXC,l1_evict,21577597
graphAnalytics,next_line,bop,lru,EXC,l2_evict,24717962
graphAnalytics,next_line,bop,lru,EXC,l3_evict,44899550
graphAnalytics,next_line,bop,lru,EXC,llc_mpki,32.2833
graphAnalytics,next_line,bop,lru,EXC,l1_evict_inc,0
graphAnalytics,next_line,bop,lru,EXC,l2_evict_inc,0
graphAnalytics,next_line,bop,eaf,NON,ipc,0.242295
graphAnalytics,next_line,bop,eaf,NON,cycles,4127206106
graphAnalytics,next_line,bop,eaf,NON,l1_evict,21667997
graphAnalytics,next_line,bop,eaf,NON,l2_evict,24701951
graphAnalytics,next_line,bop,eaf,NON,l3_evict,23165587
graphAnalytics,next_line,bop,eaf,NON,llc_mpki,10.427
graphAnalytics,next_line,bop,eaf,NON,l1_evict_inc,0
graphAnalytics,next_line,bop,eaf,NON,l2_evict_inc,0
graphAnalytics,next_line,bop,eaf,EXC,ipc,0.237975
graphAnalytics,next_line,bop,eaf,EXC,cycles,4202120036
graphAnalytics,next_line,bop,eaf,EXC,l1_evict,21667948
graphAnalytics,next_line,bop,eaf,EXC,l2_evict,24696895
graphAnalytics,next_line,bop,eaf,EXC,l3_evict,44252088
graphAnalytics,next_line,bop,eaf,EXC,llc_mpki,31.9501
graphAnalytics,next_line,bop,eaf,EXC,l1_evict_inc,0
graphAnalytics,next_line,bop,eaf,EXC,l2_evict_inc,0
graphAnalytics,next_line,bop,ship,NON,ipc,0.241909
graphAnalytics,next_line,bop,ship,NON,cycles,4133777287
graphAnalytics,next_line,bop,ship,NON,l1_evict,21594626
graphAnalytics,next_line,bop,ship,NON,l2_evict,24661191
graphAnalytics,next_line,bop,ship,NON,l3_evict,23097368
graphAnalytics,next_line,bop,ship,NON,llc_mpki,10.3474
graphAnalytics,next_line,bop,ship,NON,l1_evict_inc,0
graphAnalytics,next_line,bop,ship,NON,l2_evict_inc,0
graphAnalytics,next_line,bop,ship,EXC,ipc,0.237939
graphAnalytics,next_line,bop,ship,EXC,cycles,4202759169
graphAnalytics,next_line,bop,ship,EXC,l1_evict,21594539
graphAnalytics,next_line,bop,ship,EXC,l2_evict,24677064
graphAnalytics,next_line,bop,ship,EXC,l3_evict,44224366
graphAnalytics,next_line,bop,ship,EXC,llc_mpki,31.9406
graphAnalytics,next_line,bop,ship,EXC,l1_evict_inc,0
graphAnalytics,next_line,bop,ship,EXC,l2_evict_inc,0
graphAnalytics,next_line,bop,drrip,NON,ipc,0.241557
graphAnalytics,next_line,bop,drrip,NON,cycles,4139810239
graphAnalytics,next_line,bop,drrip,NON,l1_evict,21594583
graphAnalytics,next_line,bop,drrip,NON,l2_evict,24678360
graphAnalytics,next_line,bop,drrip,NON,l3_evict,23592324
graphAnalytics,next_line,bop,drrip,NON,llc_mpki,10.7344
graphAnalytics,next_line,bop,drrip,NON,l1_evict_inc,0
graphAnalytics,next_line,bop,drrip,NON,l2_evict_inc,0
graphAnalytics,next_line,bop,drrip,EXC,ipc,0.237879
graphAnalytics,next_line,bop,drrip,EXC,cycles,4203822139
graphAnalytics,next_line,bop,drrip,EXC,l1_evict,21594497
graphAnalytics,next_line,bop,drrip,EXC,l2_evict,24808371
graphAnalytics,next_line,bop,drrip,EXC,l3_evict,44869790
graphAnalytics,next_line,bop,drrip,EXC,llc_mpki,32.2682
graphAnalytics,next_line,bop,drrip,EXC,l1_evict_inc,0
graphAnalytics,next_line,bop,drrip,EXC,l2_evict_inc,0
graphAnalytics,next_line,bop,kpcr,NON,ipc,0.239314
graphAnalytics,next_line,bop,kpcr,NON,cycles,4178602082
graphAnalytics,next_line,bop,kpcr,NON,l1_evict,21594533
graphAnalytics,next_line,bop,kpcr,NON,l2_evict,24665961
